"","Region","District","FacilityName","Type","Town","Ownership","Latitude","Longitude","newColumn + 42","newColumn"
"1330","Eastern","Akwapim North","Tetteh Quarshie Memorial Hospital","District Hospital","Mampong","Government",5.92163,-0.13319,47.92163,47.92163
"1331","Eastern","Akwapim North","Plant Medicine (CSRPM)","Research Institution","Mampong","Government",5.91795,-0.1343,47.91795,47.91795
"1332","Eastern","Akwapim North","Mangoase RCH","RCH","Mangoase","Government",5.95274,-0.2851,47.95274,47.95274
"1333","Eastern","Akwapim North","Mangoase Health Centre","Health Centre","Mangoase","Government",5.9524,-0.28489,47.9524,47.9524
"1334","Eastern","Akwapim North","Twum Guaso CHPS","CHPS","Twum Guaso","Government",6.04426,-0.16591,48.04426,48.04426
"1335","Eastern","Akwapim North","Amanfro RCH","RCH","Amanfro","Government",6.10868,-0.10677,48.10868,48.10868
"1336","Eastern","Akwapim North","Nanabanyin CHPS","CHPS","Nanabanyin","Government",6.06602,-0.19906,48.06602,48.06602
"1337","Eastern","Akwapim North","Okrakwadwo Health Centre","Health Centre","Okrakwadwo","Government",6.10866,-0.10573,48.10866,48.10866
"1338","Eastern","Akwapim South","Kitase RCH","RCH","Kitase","Government",5.81401,-0.18636,47.81401,47.81401
"1339","Eastern","Akwapim South","Brekuso RCH","RCH","Brekuso","Government",5.78214,-0.2253,47.78214,47.78214
"1340","Eastern","Akwapim South","Kom Clinic","Clinic","Aburi","CHAG",5.88058,-0.17076,47.88058,47.88058
"1341","Eastern","Akwapim South","Adoagire Hospital","Hospital","Adoagire","CHAG",5.82287,-0.36002,47.82287,47.82287
"1342","Eastern","Akwapim South","Newlife Hospital","Hospital","Adoagire","Private",5.81964,-0.35514,47.81964,47.81964
"1343","Eastern","Akwapim South","Adoagire Zongo RCH","RCH","Adoagire Zongo","Government",5.81797,-0.2557,47.81797,47.81797
"1344","Eastern","Akwapim South","Obothebire CHPS","CHPS","Obothebire","Government",5.85856,-0.2819,47.85856,47.85856
"1345","Eastern","Akwapim South","Djankrom RCH","RCH","Djankrom","Government",5.81793,-0.3474,47.81793,47.81793
"1346","Eastern","Akwapim South","Emelia Maternity Home","Maternity Home","Ahodjo Ketewa","Private",5.80974,-0.34121,47.80974,47.80974
"1347","Eastern","Akwapim South","Complex Hospital","Hospital","Nsawam","Private",5.80684,-0.34604,47.80684,47.80684
"1348","Eastern","Akwapim South","Nsawam Hospital","District Hospital","Nsawam","Government",5.81045,-0.33749,47.81045,47.81045
"1349","Eastern","Akwapim South","Nsawam RCH","RCH","Nsawam","Government",5.80655,-0.352,47.80655,47.80655
"1350","Eastern","Akwapim South","Nsawam Dobre Blue Sky Clinic","Clinic","Nsawam","Private",5.7851,-0.337083,47.7851,47.7851
"1351","Eastern","Akwapim South","Banner Hill Clinic","Clinic","Nsawam","Private",5.80195,-0.34632,47.80195,47.80195
"1352","Eastern","Akwapim South","Pakro Health Centre","Health Centre","Pakro","Government",5.905683,-0.319083,47.905683,47.905683
"1353","Eastern","Akwapim South","Notre Dame Clinic","Clinic","Adoagire","CHAG",5.818083,-0.359267,47.818083,47.818083
"1354","Eastern","Akwapim South","Pokrom RCH","RCH","Pokrom","Government",5.82584,-0.22662,47.82584,47.82584
"1355","Eastern","Asuogyamang","Kodikofe CHPS","CHPS","Kodikofe","Government",6.471933,0.07365,48.471933,48.471933
"1356","Eastern","Asuogyamang","Adjena Health Centre","Health Centre","Adjena","Government",6.278274,0.07236,48.278274,48.278274
"1357","Eastern","Asuogyamang","Gyakiti RCH","RCH","Gyakiti","Government",6.278274,0.07236,48.278274,48.278274
"1358","Eastern","Asuogyamang","Naabs Memorial Clinic","Clinic","Akosombo","Private",6.336983,0.169583,48.336983,48.336983
"1359","Eastern","Asuogyamang","VRA Hospital","Hospital","Akosombo","Quasi-Government",6.25618,0.07077,48.25618,48.25618
"1360","Eastern","Asuogyamang","Akwamufie Health Centre","Health Centre","Akwamufie","Government",6.278133,0.08095,48.278133,48.278133
"1361","Eastern","Asuogyamang","Frankadua RCH","RCH","Frankadua","Government",6.339817,0.172583,48.339817,48.339817
"1362","Eastern","Asuogyamang","Apeguso RCH","RCH","Apeguso","Government",6.278267,0.08065,48.278267,48.278267
"1363","Eastern","Asuogyamang","Asikuma Midwife Clinic","Clinic","Asikuma","Private",6.490983,0.1569,48.490983,48.490983
"1364","Eastern","Asuogyamang","Atimpoku RCH","RCH","Atimpoku","Government",6.23565,0.091467,48.23565,48.23565
"1365","Eastern","Asuogyamang","Senchi Fery RCH","RCH","Senchi Fery","Government",6.210017,0.082183,48.210017,48.210017
"1366","Eastern","Asuogyamang","New Senchi RCH","RCH","New Senchi","Government",6.2098,0.084483,48.2098,48.2098
"1367","Eastern","Asuogyamang","South Senchi RCH","RCH","South Senchi","Government",6.19835,0.08407,48.19835,48.19835
"1368","Eastern","Asuogyamang","Hedwigs Maternity Home","Maternity Home","Apaaso New Senchi","Private",6.210117,0.081583,48.210117,48.210117
"1369","Eastern","Asuogyamang","Boso Health Centre","Health Centre","Boso","Government",6.50077,0.13783,48.50077,48.50077
"1370","Eastern","Asuogyamang","Salvation Army Clinic","Clinic","Anum","CHAG",6.4913,0.156833,48.4913,48.4913
"1371","Eastern","Atiwa","Abomosu Health Centre","Health Centre","Abomosu","Government",6.30049,-0.73393,48.30049,48.30049
"1372","Eastern","Atiwa","Asunafo Adom Wo Wim Clinic","Clinic","Asunafo","Private",6.33553,-0.70416,48.33553,48.33553
"1373","Eastern","Atiwa","Anyinam Health Centre","Health Centre","Anyinam","Government",6.27449,-0.54686,48.27449,48.27449
"1374","Eastern","Atiwa","Aggies Maternity Home","Maternity Home","Anyinam","Private",6.38227,-0.55049,48.38227,48.38227
"1375","Eastern","Atiwa","St. Thomas Clinic","Clinic","Anyinam","Private",6.38339,-0.55073,48.38339,48.38339
"1376","Eastern","Atiwa","Enyiresi Hospital","District Hospital","Enyiresi","Government",6.43727,-0.58676,48.43727,48.43727
"1377","Eastern","Atiwa","Sekyere St. Monica Clinic","Clinic","Sekyere","Government",6.44415,-0.61629,48.44415,48.44415
"1378","Eastern","Atiwa","Kadewaso RCH","RCH","Kadewaso","Government",6.43351,-0.82598,48.43351,48.43351
"1379","Eastern","Atiwa","Akrofufu RCH","RCH","Akrofufu","Government",6.3516,-0.62017,48.3516,48.3516
"1380","Eastern","Atiwa","Awenare RCH","RCH","Awenare","Government",6.27186,-0.62153,48.27186,48.27186
"1381","Eastern","Atiwa","Kwabeng RCH","RCH","Kwabeng/Akropong","Government",6.32167,-0.59297,48.32167,48.32167
"1382","Eastern","Atiwa","New Jejeti RCH","RCH","New Jejeti","Government",6.47383,-0.65136,48.47383,48.47383
"1383","Eastern","Birim North","Obiri Yeboah Memorial Clinic","Clinic","Akoase","Private",6.46878,-0.89202,48.46878,48.46878
"1384","Eastern","Birim North","Pankese CHPS","CHPS","Pankese","Government",6.50822,-0.84364,48.50822,48.50822
"1385","Eastern","Birim North","Tweapeasi RCH","RCH","Tweapeasi","Government",6.38001,-0.91235,48.38001,48.38001
"1386","Eastern","Birim North","Akoasi RCH","RCH","Akoasi","Government",6.46572,-0.89217,48.46572,48.46572
"1387","Eastern","Birim North","Dr. Yeboah Clinic","Clinic","Akoasi","Private",6.52032,-0.94599,48.52032,48.52032
"1388","Eastern","Birim North","Nyafoman RCH","RCH","Nyafoman","Government",6.5434,-0.776,48.5434,48.5434
"1389","Eastern","Birim North","Amoana Paroso Community Clinic","Clinic","Amoana Paroso","Government",6.51096,-0.9788,48.51096,48.51096
"1390","Eastern","Birim North","Mukyia CHPS","CHPS","Mukyia","Government",6.06813,-1.05244,48.06813,48.06813
"1391","Eastern","Birim North","Adwafo CHPS","CHPS","Adwafo","Government",6.19017,-1.05225,48.19017,48.19017
"1392","Eastern","Birim North","Otwereso RCH","RCH","Otwereso","Government",6.0154,-1.14785,48.0154,48.0154
"1393","Eastern","Birim North","Gyaha Community Clinic","Clinic","Gyaha","Government",6.058217,-0.973683,48.058217,48.058217
"1394","Eastern","Birim North","Anyinase Health Centre","Health Centre","Anyinase","Government",5.994167,-1.052133,47.994167,47.994167
"1395","Eastern","Birim North","Adubease CHPS","CHPS","Adubease","Government",6.053033,-1.1652,48.053033,48.053033
"1396","Eastern","Birim North","Ayirebi Health Centre","Health Centre","Ayirebi","Government",6.08511,-1.12085,48.08511,48.08511
"1397","Eastern","Birim North","Adjobue CHPS","CHPS","Adjobue","Government",5.95915,-1.077867,47.95915,47.95915
"1398","Eastern","Birim North","Akokooso RCH","RCH","Akokooso","Government",6.14982,-1.05762,48.14982,48.14982
"1399","Eastern","Birim North","Ofoase St. John's Clinic","Clinic","Ofoase","CHAG",6.17015,-1.1395,48.17015,48.17015
"1400","Eastern","Birim North","Holy Horniel Maternity Home","Maternity Home","Brenase","Private",6.16845,-1.14141,48.16845,48.16845
"1401","Eastern","Birim North","Brenase Health Centre","Health Centre","Brenase","Government",6.18449,-1.14121,48.18449,48.18449
"1402","Eastern","Birim North","Nkwateng CHPS","CHPS","Nkwateng","Government",6.26602,-1.07232,48.26602,48.26602
"1403","Eastern","Birim North","Adausena CHPS","CHPS","Adausena","Government",6.34855,-1.0531,48.34855,48.34855
"1404","Eastern","Birim North","Okaikrom Community Clinic","Clinic","Okaikrom","Government",6.27356,-0.99296,48.27356,48.27356
"1405","Eastern","Birim North","Afosu RCH","RCH","Afosu","Government",6.38689,-0.99946,48.38689,48.38689
"1406","Eastern","Birim North","Ntronang St. Michael's Clinic","Clinic","Ntronang","CHAG",6.34166,-1.0784,48.34166,48.34166
"1407","Eastern","Birim North","New Abirem Hospital","District Hospital","New Abirem","Government",6.33577,-0.99725,48.33577,48.33577
"1408","Eastern","Birim North","Okoasi Maternity Home","Maternity Home","Okoasi","Private",6.46666,-0.88828,48.46666,48.46666
"1409","Eastern","Birim south","Achiase Health Centre","Health Centre","Achiase","Government",5.844417,-1.000667,47.844417,47.844417
"1410","Eastern","Birim south","Owusu Memorial Clinic","Clinic","Oda","Private",5.9269,-0.98291,47.9269,47.9269
"1411","Eastern","Birim south","Akotekrom CHPS","CHPS","Akotekrom","Government",5.86641,-1.15476,47.86641,47.86641
"1412","Eastern","Birim south","Kyeremase RCH","RCH","Kyeremase","Government",5.76282,-0.764,47.76282,47.76282
"1413","Eastern","Birim south","St. Theresa Clinic","Clinic","Akroso","CHAG",5.76757,-0.77067,47.76757,47.76757
"1414","Eastern","Birim south","God Lives Clinic","Clinic","Akroso","private",5.768133,-0.767283,47.768133,47.768133
"1415","Eastern","Birim south","Akroso Health Centre","Health Centre","Akroso","Government",5.7654,-0.76977,47.7654,47.7654
"1416","Eastern","Birim south","Ehyiam RCH","RCH","Ehyiam","Government",5.83082,-1.09875,47.83082,47.83082
"1417","Eastern","Birim south","Emmanuel Maternity Home","Maternity Home","Asuoso","Private",5.796,-0.79191,47.796,47.796
"1418","Eastern","Birim south","Anamase RCH","RCH","Anamase","Government",5.8776,-0.9055,47.8776,47.8776
"1419","Eastern","Birim south","Akenkenso Community Clinic","Clinic","Akenkenso","Government",5.82455,-1.13002,47.82455,47.82455
"1420","Eastern","Birim south","Aprade Health Centre","Health Centre","Aprade","Government",5.79261,-1.09415,47.79261,47.79261
"1421","Eastern","Birim south","Asene RCH","RCH","Asene","Government",5.9256,-0.9332,47.9256,47.9256
"1422","Eastern","Birim south","Essam CHPS","CHPS","Assam","Government",6.017517,-0.977433,48.017517,48.017517
"1423","Eastern","Birim south","Ntoaboase Maternity Home","Maternity Home","Atiankama Nkwanta","Private",5.940039,-0.83103,47.940039,47.940039
"1424","Eastern","Birim south","Manso CHPS","CHPS","Manso","Government",5.86613,-0.87171,47.86613,47.86613
"1425","Eastern","Birim south","Manso RCH","RCH","Manso","Government",5.90429,-0.88472,47.90429,47.90429
"1426","Eastern","Birim south","Atiankama Nkwanta RCH","RCH","Atiankama","Government",5.94025,-0.83211,47.94025,47.94025
"1427","Eastern","Birim south","Oda Nkwanta CHPS","CHPS","Oda Nkwanta","Government",5.98137,-1.0152,47.98137,47.98137
"1428","Eastern","Birim south","Old Town RCH","RCH","Old Town","Government",5.92312,-0.9953,47.92312,47.92312
"1429","Eastern","Birim south","STI Clinic","Clinic","Oda","Government",5.92728,-0.98452,47.92728,47.92728
"1430","Eastern","Birim south","Oda RCH","RCH","Oda","Government",5.98524,-0.98524,47.98524,47.98524
"1431","Eastern","Birim south","Akim Oda Hospital","District Hospital","Oda","Government",5.92785,-0.98527,47.92785,47.92785
"1432","Eastern","Birim south","Oda Paulina Maternity Home","Maternity Home","Oda","Private",5.9269,-0.99626,47.9269,47.9269
"1433","Eastern","Birim south","Oda Psychiatric Unit","Clinic","Oda","Government",5.9279,-0.985217,47.9279,47.9279
"1434","Eastern","Birim south","Mawuli Maternity Home","Maternity Home","Oda","Private",5.92185,-0.98033,47.92185,47.92185
"1435","Eastern","Birim south","Apoli CHPS","CHPS","Apoli","Government",5.94472,-1.15134,47.94472,47.94472
"1436","Eastern","Birim south","Catholic Clinic & Maternity Home","Clinic","Akim Swedru","CHAG",5.88958,-1.01654,47.88958,47.88958
"1437","Eastern","East Akim","Apedwa Health Centre","Health Centre","Apedwa","Government",6.135767,-0.4941,48.135767,48.135767
"1438","Eastern","East Akim","Asafo Health Centre","Health Centre","Asafo","Government",6.1095,-0.47282,48.1095,48.1095
"1439","Eastern","East Akim","SOS Clinic","Clinic","Asiakwa","Private",6.26361,-0.49478,48.26361,48.26361
"1440","Eastern","East Akim","Asiakwa Health Centre","Health Centre","Asiakwa","Government",6.26179,-0.50206,48.26179,48.26179
"1441","Eastern","East Akim","Nightingale Maternity Home","Maternity Home","Osiem","Private",6.2524,-0.41868,48.2524,48.2524
"1442","Eastern","East Akim","Bonsu Health Centre","Health Centre","Bonsu","Government",6.2827,-0.46385,48.2827,48.2827
"1443","Eastern","East Akim","Apapam CHPS","CHPS","Apapam","Government",6.148033,-0.596017,48.148033,48.148033
"1444","Eastern","East Akim","Kibi RCH","RCH","Kibi","Government",6.16699,-0.55571,48.16699,48.16699
"1445","Eastern","East Akim","Kwasi Komfo CHPS","CHPS","Kwasi Komfo","Government",6.066933,-0.550117,48.066933,48.066933
"1446","Eastern","East Akim","Amanfrom CHPS","CHPS","Amanfrom","Government",6.10567,-0.51909,48.10567,48.10567
"1447","Eastern","East Akim","Kyebi Governmentt Hospital","District Hospital","Kyebi","Government",6.16775,-0.55446,48.16775,48.16775
"1448","Eastern","East Akim","Bomponso CHPS","CHPS","Bomponso","Government",6.165933,-0.392917,48.165933,48.165933
"1449","Eastern","East Akim","Reliance Maternity Home","Maternity Home","Tafo Ati","Private",6.2197,-0.06687,48.2197,48.2197
"1450","Eastern","East Akim","Willie Kings Maternity Home","Maternity Home","Mid Tafo","Private",6.20097,-0.37285,48.20097,48.20097
"1451","Eastern","East Akim","Crig Clinic","Clinic","Crig (Tafo)","Private",6.22881,-0.36078,48.22881,48.22881
"1452","Eastern","East Akim","Kukuruantumi RCH","RCH","Kukurantumi","Government",6.18874,-0.36672,48.18874,48.18874
"1453","Eastern","East Akim","Tafo RCH","RCH","Tafo","Government",6.231033,-0.366433,48.231033,48.231033
"1454","Eastern","East Akim","Sacred Heart Clinic","Clinic","Kukurantumi","CHAG",6.190667,-0.3679,48.190667,48.190667
"1455","Eastern","East Akim","Tafo Governmentt Hospital","Hospital","Tafo","Government",6.23163,-0.3662,48.23163,48.23163
"1456","Eastern","Fanteakwa","Aboso RCH","RCH","Aboso","Government",6.52186,-0.26805,48.52186,48.52186
"1457","Eastern","Fanteakwa","Ahodwahomasu RCH","RCH","Ahodwahomasu","Government",6.501983,-0.365083,48.501983,48.501983
"1458","Eastern","Fanteakwa","Begoro RCH","RCH","Begoro","Government",6.38451,-0.37801,48.38451,48.38451
"1459","Eastern","Fanteakwa","Salvation Army Clinic","Clinic","Begoro","Private",6.39116,-0.37479,48.39116,48.39116
"1460","Eastern","Fanteakwa","Nkankama CHPS","CHPS","Nkankama","Government",6.42889,-0.28631,48.42889,48.42889
"1461","Eastern","Fanteakwa","Begoro Hospital","District Hospital","Begoro","Government",6.39813,-0.36885,48.39813,48.39813
"1462","Eastern","Fanteakwa","Rehabilitation Begoro","Clinic","Begoro","Government",6.3811,-0.3749,48.3811,48.3811
"1463","Eastern","Fanteakwa","Ehiamenkyene CHPS","CHPS","Ehiamenkyene","Government",6.32685,-0.32031,48.32685,48.32685
"1464","Eastern","Fanteakwa","Bosuso Health Centre","Health Centre","Bosuso","Government",6.29669,-0.40757,48.29669,48.29669
"1465","Eastern","Fanteakwa","Dedeso RCH","RCH","Dedeso","Government",6.58487,-0.27393,48.58487,48.58487
"1466","Eastern","Fanteakwa","Hemang RCH","RCH","Hemang","Government",6.35127,-0.44902,48.35127,48.35127
"1467","Eastern","Fanteakwa","Osino Health Centre","Health Centre","Osino","Government",6.3425,-0.48124,48.3425,48.3425
"1468","Eastern","Fanteakwa","Dwenease CHPS","CHPS","Dwenease","Government",6.36889,-0.46974,48.36889,48.36889
"1469","Eastern","Kwaebibirem","GCD Hospital","Hospital","Akwatia","Quasi-Government",6.03247,-0.80719,48.03247,48.03247
"1470","Eastern","Kwaebibirem","St. Dominic Hospital","Hospital","Akwatia","CHAG",6.04714,-0.79787,48.04714,48.04714
"1471","Eastern","Kwaebibirem","Topremang CHPS","CHPS","Topremang","Government",6.05531,-0.76602,48.05531,48.05531
"1472","Eastern","Kwaebibirem","Asuom Health Centre","Health Centre","Asuom","Government",6.277,-0.86879,48.277,48.277
"1473","Eastern","Kwaebibirem","Abamm RCH","RCH","Abamm","Government",6.21278,-0.8006,48.21278,48.21278
"1474","Eastern","Kwaebibirem","Bomso RCH","RCH","Bomso","Government",6.26851,-0.78237,48.26851,48.26851
"1475","Eastern","Kwaebibirem","Larbikrom CHPS","CHPS","Larbikom","Government",6.354933,-0.95565,48.354933,48.354933
"1476","Eastern","Kwaebibirem","Boadua CHPS","CHPS","Boadua","Government",6.0531,-0.79554,48.0531,48.0531
"1477","Eastern","Kwaebibirem","Dwenase RCH","RCH","Dwenase","Government",6.09089,-0.696,48.09089,48.09089
"1478","Eastern","Kwaebibirem","Kade Hospital","District Hospital","Kade","Government",6.27345,-0.992983,48.27345,48.27345
"1479","Eastern","Kwaebibirem","Subimann Clinic","Clinic","Subi","Government",6.12898,-0.85506,48.12898,48.12898
